mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,param_kernel,param_shrinking,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.047887325286865234,0.029936266670743762,0.03467741012573242,0.023056947354905665,0.1,0.01,scale,rbf,True,"{'C': 0.1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-21.249662039849085,-24.873110671105174,-13.240774274364398,-14.308059533050058,-22.07116126824755,-19.148553557323254,4.561997047158837,46
0.028615522384643554,0.014874712591406315,0.03771820068359375,0.008184387400650663,0.1,0.01,auto,rbf,True,"{'C': 0.1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-21.16485089169641,-24.87869496635659,-13.2319444192876,-14.293978656391724,-22.054603945312113,-19.124814575808887,4.558847394473163,44
0.04219098091125488,0.03093397612002859,0.033879852294921874,0.024603829105864814,0.1,0.1,scale,rbf,True,"{'C': 0.1, 'epsilon': 0.1, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-21.23429101561069,-24.869916764695397,-13.241899820046354,-14.315131100598693,-22.058556814244493,-19.143959103039126,4.556376677209048,45
0.03482069969177246,0.01673865098112534,0.04388175010681152,0.01127408819728268,0.1,0.1,auto,rbf,True,"{'C': 0.1, 'epsilon': 0.1, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-21.164850891696403,-24.880569175767427,-13.234827154344872,-14.297375907625574,-22.045267459937335,-19.12457811787432,4.556657105247486,43
0.04145703315734863,0.022294169200547293,0.030266523361206055,0.007826120908926898,0.1,1.0,scale,rbf,True,"{'C': 0.1, 'epsilon': 1, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-21.348438408550763,-24.778748256279293,-13.273973956236832,-14.332709520736321,-21.64794509397195,-19.07636304715503,4.482466412271775,42
0.032653188705444335,0.012286722559156908,0.02152872085571289,0.013585770935747464,0.1,1.0,auto,rbf,True,"{'C': 0.1, 'epsilon': 1, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-21.27381144923888,-24.780379862627253,-13.26253293537551,-14.329671415351966,-21.628150427241888,-19.0549092179671,4.476731102630818,41
0.03184866905212402,0.012023742207186895,0.019408226013183594,0.014755447511887532,0.1,5.0,scale,rbf,True,"{'C': 0.1, 'epsilon': 5, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-21.347239482027632,-25.07847878132163,-13.306436786783085,-14.257209754500478,-22.086333497103105,-19.215139660347187,4.618705185324955,47
0.02980051040649414,0.016509184464842553,0.022415542602539064,0.00523901960396843,0.1,5.0,auto,rbf,True,"{'C': 0.1, 'epsilon': 5, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-21.42932583386705,-25.088498417698553,-13.29688380384907,-14.251519151765363,-22.073556719451926,-19.22795678532639,4.631025180887449,48
0.029627895355224608,0.012419852777643247,0.020302200317382814,0.007492228687580065,0.1,10.0,scale,rbf,True,"{'C': 0.1, 'epsilon': 10, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-21.169911295875927,-25.228051317106765,-13.371853677528799,-14.340457366450474,-22.671587275115016,-19.356372186415395,4.684656962127132,50
0.02090792655944824,0.005705240536588081,0.02429089546203613,0.00906546752109571,0.1,10.0,auto,rbf,True,"{'C': 0.1, 'epsilon': 10, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-21.18013746069097,-25.23328747256919,-13.362730123167323,-14.331241819200462,-22.657525186258436,-19.352984412377275,4.689082792816351,49
0.050255632400512694,0.022557382280077386,0.01964716911315918,0.008524117862739313,1.0,0.01,scale,rbf,True,"{'C': 1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-18.31379022446656,-20.289502744039183,-11.726543849974762,-10.709887944069692,-15.522829245899198,-15.312510801689879,3.684173094849048,28
0.04252071380615234,0.014377042905823187,0.03082561492919922,0.01232073942240748,1.0,0.01,auto,rbf,True,"{'C': 1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-18.13510646382326,-20.30668273435673,-11.711672239386752,-10.704264624786376,-15.545370213745922,-15.280619255219808,3.6649668182876733,26
0.03520665168762207,0.009142969888890249,0.02695183753967285,0.008799845077325534,1.0,0.1,scale,rbf,True,"{'C': 1, 'epsilon': 0.1, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-18.29777054633025,-20.270796406239906,-11.743609895251355,-10.727338937982791,-15.520818257515959,-15.312066808664051,3.6688040991437756,27
0.05198159217834473,0.013136786840217414,0.028701353073120116,0.0027614387865364,1.0,0.1,auto,rbf,True,"{'C': 1, 'epsilon': 0.1, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-18.130100824855692,-20.286439672442146,-11.722984455780027,-10.709803385771464,-15.542503225531663,-15.278366312876198,3.6550092798492493,25
0.028210544586181642,0.009151382113036934,0.024595022201538086,0.010433796842722031,1.0,1.0,scale,rbf,True,"{'C': 1, 'epsilon': 1, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-18.192492727630334,-20.223646524266538,-11.743922510551284,-10.76472148345417,-15.369248348304827,-15.258806318841431,3.628210532640804,23
0.051278543472290036,0.020278121348581545,0.03232660293579102,0.017277168783684876,1.0,1.0,auto,rbf,True,"{'C': 1, 'epsilon': 1, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-18.004456884919833,-20.250160908080492,-11.734317686648495,-10.767258916730178,-15.419298006747587,-15.235098480625316,3.6075249998944323,22
0.012166452407836915,0.0015862989508722367,0.019164228439331056,0.013945542250971265,1.0,5.0,scale,rbf,True,"{'C': 1, 'epsilon': 5, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-18.322990610294326,-20.465641327346948,-11.505387520142175,-10.983756871067325,-15.093066668987746,-15.274168599567705,3.711895641591127,24
0.011908721923828126,0.0004909019298802911,0.02195911407470703,0.016773173750009085,1.0,5.0,auto,rbf,True,"{'C': 1, 'epsilon': 5, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-17.93356618250767,-20.477871044848133,-11.514474214928327,-10.989992412027885,-15.104419011068359,-15.204064573076076,3.650880008027668,21
0.00878000259399414,0.0006254412732238655,0.006539821624755859,0.0033916071304657667,1.0,10.0,scale,rbf,True,"{'C': 1, 'epsilon': 10, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-18.190048093109766,-20.489156236072674,-11.43291114626834,-11.174558238022565,-16.63355430421031,-15.584045603536731,3.704816430400231,31
0.016631078720092774,0.008666516078912213,0.007431888580322265,0.003408387713659508,1.0,10.0,auto,rbf,True,"{'C': 1, 'epsilon': 10, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-17.898745135205495,-20.489480617738852,-11.415521610244326,-11.162320405676809,-16.62275962698755,-15.517765479170606,3.6716844678320335,29
0.045416975021362306,0.011141004651927324,0.024245834350585936,0.010261435291755031,10.0,0.01,scale,rbf,True,"{'C': 10, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-16.138450542833205,-17.7576327896898,-11.85882217965441,-9.511361536690195,-10.353804136052634,-13.12401423698405,3.252177166520095,2
0.0680227279663086,0.022813145587389474,0.04348940849304199,0.01554333860768987,10.0,0.01,auto,rbf,True,"{'C': 10, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-16.384804480274827,-17.778799237410222,-11.832309389138013,-9.497060406547991,-10.30389210859793,-13.159373124393799,3.3187319710219243,3
0.08787622451782226,0.06585515794309417,0.03334832191467285,0.01635771746785922,10.0,0.1,scale,rbf,True,"{'C': 10, 'epsilon': 0.1, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-16.12924768792657,-17.762183386066305,-11.876201342578064,-9.513656337012108,-10.331258933401974,-13.122509537397004,3.253774214679916,1
0.08751430511474609,0.05256090014166371,0.027095890045166014,0.004403723536609787,10.0,0.1,auto,rbf,True,"{'C': 10, 'epsilon': 0.1, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-16.38154367899738,-17.788245507016097,-11.839757594868587,-9.50003671013949,-10.326754266637183,-13.167267551531747,3.3155508965910534,4
0.05768008232116699,0.016719281862970014,0.02784562110900879,0.006335932300859163,10.0,1.0,scale,rbf,True,"{'C': 10, 'epsilon': 1, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-16.169919468204043,-17.93589283587724,-11.947529535396614,-9.47556186211003,-10.535588638995307,-13.212898468116645,3.2798622030950013,5
0.060135841369628906,0.017403951252258555,0.03901815414428711,0.016569325694231186,10.0,1.0,auto,rbf,True,"{'C': 10, 'epsilon': 1, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-16.37457477430574,-17.95951651484412,-11.951930109777287,-9.461922081725536,-10.581708818052652,-13.265930459741066,3.319504240472026,6
0.022360754013061524,0.010529882453274533,0.016156530380249022,0.008656890885768294,10.0,5.0,scale,rbf,True,"{'C': 10, 'epsilon': 5, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-16.187414048530222,-18.21604883163178,-11.978280145016294,-9.333684428211765,-11.852023778080454,-13.513490246294102,3.220311888797006,10
0.032316398620605466,0.004772432453947525,0.020772171020507813,0.008651356277044638,10.0,5.0,auto,rbf,True,"{'C': 10, 'epsilon': 5, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-16.37368578009305,-18.235892636951167,-12.00222441888809,-9.327797118673734,-11.873524763551474,-13.562624943631505,3.254632694566797,13
0.013557815551757812,0.004571931546131965,0.004543828964233399,0.001984026844145175,10.0,10.0,scale,rbf,True,"{'C': 10, 'epsilon': 10, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-16.14668433824808,-18.04274935669475,-11.744160715229201,-9.638239197027632,-14.29969280750996,-13.974305282941923,3.005074337737638,17
0.025605487823486327,0.02220756785328553,0.011324596405029298,0.009630967161322685,10.0,10.0,auto,rbf,True,"{'C': 10, 'epsilon': 10, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-16.208738888837626,-18.052927310310835,-11.754601713627425,-9.642767538526963,-14.350940392051694,-14.001995168670907,3.0151343155743375,18
0.14740386009216308,0.026119558566011645,0.02756528854370117,0.013218288321539083,100.0,0.01,scale,rbf,True,"{'C': 100, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-17.666632199576622,-17.622694556890426,-12.323420793613378,-9.053356324727448,-11.109837169762525,-13.55518820891408,3.4989159053266348,11
0.1034350872039795,0.0326766175510823,0.015193557739257813,0.005437078187308416,100.0,0.01,auto,rbf,True,"{'C': 100, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-16.822717935180744,-17.637169430440476,-12.345173048204332,-9.025637159788912,-11.129537167936324,-13.392046948310158,3.3187647768032025,7
0.15426225662231446,0.05626742905098261,0.025004005432128905,0.019188093201415398,100.0,0.1,scale,rbf,True,"{'C': 100, 'epsilon': 0.1, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-17.672285936084624,-17.616652918109608,-12.305303549347862,-9.056660566441268,-11.141560675831682,-13.558492729163007,3.4948675271205225,12
0.16622428894042968,0.019083673843661924,0.035323476791381835,0.01052711599582318,100.0,0.1,auto,rbf,True,"{'C': 100, 'epsilon': 0.1, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-16.801461164753142,-17.63793445463138,-12.33915754442253,-9.040307985171253,-11.154974042259708,-13.394767038247604,3.3076375952717965,8
0.1493278980255127,0.012297866595114552,0.023305797576904298,0.00902631353537031,100.0,1.0,scale,rbf,True,"{'C': 100, 'epsilon': 1, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-17.56805490290533,-17.80586499207388,-12.31408125540394,-9.18756931380256,-11.24735608563288,-13.62458530996372,3.4666930300418164,14
0.12640199661254883,0.05293986304457517,0.02323770523071289,0.01100141434341528,100.0,1.0,auto,rbf,True,"{'C': 100, 'epsilon': 1, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-16.714766868488137,-17.819140769308138,-12.394025994513687,-9.188736739895605,-11.248019815993946,-13.472938037639901,3.282304842719158,9
0.20345935821533204,0.06914008346915425,0.02569575309753418,0.011613152770964691,100.0,5.0,scale,rbf,True,"{'C': 100, 'epsilon': 5, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-17.23190746271941,-18.23032356571777,-12.548029300418186,-9.225852540673745,-12.06184880317764,-13.85959233454135,3.37340850456123,16
0.1457310676574707,0.008770298883127093,0.029057025909423828,0.005976960906031303,100.0,5.0,auto,rbf,True,"{'C': 100, 'epsilon': 5, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-16.53623335757825,-18.240168795940715,-12.658730779839415,-9.281760835781757,-12.169611310257777,-13.777301015879583,3.211686272404886,15
0.06259636878967285,0.014443411202422672,0.030533981323242188,0.02438466680356003,100.0,10.0,scale,rbf,True,"{'C': 100, 'epsilon': 10, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-16.752624965843747,-18.040178971197637,-12.7062755855616,-9.642993110342124,-14.561512681595412,-14.340717062908103,2.976309060757734,19
0.06659560203552246,0.017828405036522017,0.016742658615112305,0.01087816492940119,100.0,10.0,auto,rbf,True,"{'C': 100, 'epsilon': 10, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-16.767239304624603,-18.100924388199882,-12.72346589675629,-9.711850165452805,-14.570495859225167,-14.374795122851747,2.970389574850038,20
1.5706552505493163,0.22214537975050838,0.034767961502075194,0.010179772309996615,1000.0,0.01,scale,rbf,True,"{'C': 1000, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-20.849695255141686,-19.84961717987898,-13.552498853411215,-10.663354799959006,-14.506098169474308,-15.884252851573041,3.8723092856960775,38
1.4222343921661378,0.3316715677771303,0.039569854736328125,0.018622021235527166,1000.0,0.01,auto,rbf,True,"{'C': 1000, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-19.41893048092078,-19.82702295853764,-13.663175650487826,-10.649421561364967,-14.574583276396247,-15.626626785541493,3.5145242374055794,32
1.45666561126709,0.45915496858700156,0.026917362213134767,0.020162640420195808,1000.0,0.1,scale,rbf,True,"{'C': 1000, 'epsilon': 0.1, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-20.84213433808936,-19.823554418997198,-13.559158328492895,-10.666657071233837,-14.539083747727984,-15.886117580908257,3.861023658917005,39
1.1773802280426025,0.26495850107545615,0.029944467544555663,0.012865960564629578,1000.0,0.1,auto,rbf,True,"{'C': 1000, 'epsilon': 0.1, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-19.407546971942896,-19.80389569680011,-13.6694284772572,-10.649830243614664,-14.615653944887129,-15.629271066900401,3.5033153775819943,33
1.4587571144104003,0.19788174328354743,0.023894500732421876,0.007624703844961749,1000.0,1.0,scale,rbf,True,"{'C': 1000, 'epsilon': 1, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-20.61009640197449,-19.514031125140882,-13.580617101600213,-10.470942593201988,-14.758471865245243,-15.786831817432562,3.7772869030505603,35
1.4098661899566651,0.12066328993468493,0.017260646820068358,0.008727604917650402,1000.0,1.0,auto,rbf,True,"{'C': 1000, 'epsilon': 1, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-19.250259634818004,-19.51084228304317,-13.655895935903866,-10.519954780943893,-14.79915715432631,-15.547221957807048,3.430245019204548,30
0.9716984272003174,0.3222153941756367,0.026338624954223632,0.029197981508079666,1000.0,5.0,scale,rbf,True,"{'C': 1000, 'epsilon': 5, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-20.337489669030102,-19.25684669888875,-13.805947063766597,-10.845510906148164,-15.164611850767178,-15.882081237720158,3.5051916450324927,37
0.8207027435302734,0.13821920648734076,0.032324361801147464,0.006249347743667431,1000.0,5.0,auto,rbf,True,"{'C': 1000, 'epsilon': 5, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-18.878611394771784,-19.27213132369148,-13.886587529530539,-10.861927736603283,-15.567204047668344,-15.693292406453086,3.1488572661355536,34
0.23551616668701172,0.07855472255036126,0.01572384834289551,0.011019510777067103,1000.0,10.0,scale,rbf,True,"{'C': 1000, 'epsilon': 10, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-19.366878550024573,-18.637280533772135,-13.723968419457563,-10.943979526163304,-17.310513585412828,-15.996524122966083,3.1859745140492626,40
0.213651704788208,0.042584854122410594,0.013333940505981445,0.008217958453376568,1000.0,10.0,auto,rbf,True,"{'C': 1000, 'epsilon': 10, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-18.21680133919882,-18.636215589029828,-13.817833180624012,-11.122022019842992,-17.420091443358384,-15.842592714410808,2.9090595198969935,36
